Question ID	Question	ROBERTA_Prediction	ROBERTA_Model
What is the county of Saint Lucia national cricket team ?	2573	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the destinations to which the airlines headquartered at the Gatwick Airport fly to?	2575	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the publisher of The Rolling Stone Album Guide ?	2578	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which country was Gumus first aired which is also the mouth country of Upper Neretva?	2579	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the beverage sold by Refriango originate?	2590	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is morrissey in the smiths?	2595	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What fictional characters are American Pekin duck species?	2599	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the books written by authors who died in Madrid?	2611	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where can one find some quick bread in the world?	2613	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the river on which the Kariba Dam and Batoka Gorge Hydroelectirc power station exist?	2620	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the river whose source region is North-Western Province, Zambia and river mouth is Indian Ocean?	2625	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Danny Felice, the Gibraltarian guitarist is from which city?	2627	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did ed podolak go to high school	2629	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which university attended by Donn Barber and education institute of Jack McGregor ?	2631	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are in the liang chow club?	2638	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who holds shares in something famous for the Seven Spring Mountain Resort?	2640	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some cars similar to the ones assembled at Toluca?	2644	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the fields of Sylvain Lvi ?	2647	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Did chris lebenzon edit Batman returns?	2658	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which military unit garrison is Arlington County, Virginia and The Pentagon?	2660	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which country were the associates of Hilda Duhalde from?	2664	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In what tv shows did Jason Carter act?	2665	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name some books by Spanish speaking authors.	2666	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which military unit's garrison is Pentagon and command structure is United States Department of Defense?	2680	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the people beatified by Pope Pius X die?	2685	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who were the pole drivers in GP when Damon hill was the first driver?	2688	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which party won both the general election and the andhra pradesh election in 2004?	2693	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which airlines fly to Gimhae International Airport?	2695	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the river whose source is located in Itasca State Park and mouth is located in Pilottown, Louisiana?	2704	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
To which country is Svetlana Navasardyan from?	2712	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the religion of the ethnic group to which Clara Ng belongs?	2716	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the notableworks of Russell T Davies?	2724	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the nickname of the home stadium of Angels Toru?	2730	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which religion do the people follow, whose constituency is Jadavpur?	2733	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the licensee of the TV station whose one of the licensee is Incorporation ?	2755	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the wrestler die who was billed in Norman, Oklahoma?	2758	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many different genres of games can I find which are compatible with the Commodore 64?	2759	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which non fictional subject of Thud is the athletics of PATTS College of Aeronautics ?	2771	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where is the birthplace of Ferrel Harris ?	2772	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count all the books written by an author buried in the Convent of Barefoot Trinitarians?	2776	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the common nationality of Georgina Theodora Wood and akwasi Oppong Fosu ?	2779	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the sovereign state of the Dafydd Benfras where Jasmine Lowson is also citizen of?	2782	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What other awards have been given to Golden Globe winners?	2790	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the universities with athletics NCAA Division I Football Bowl Subdivision?	2793	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which ancient country had capital as Nicomedia and History of Trier?	2796	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which sports are played in schools founded by Fr Almeida?	2799	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which wars did Percy Fitzwallace fight?	2800	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Players from how many teams have participated in the National Hockey League?	2802	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many places were ruled by Elizabeth II?	2804	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is on the board of Kate Spade and company?	2805	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the death location of the scientist who is the known authority of Hallopus ?	2809	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was in youth clubs of FC Barcelona and Newell's Old Boys?	2818	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which adminstrative region of Lawrence F. Cafero is also the resting place of Samuel Keeler ?	2823	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the religious affiliation of Hong Kong Taoist Association Tang Hin Memorial Secondary School ?	2833	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which work are both Neil Cross and Lars Pearson known for ?	2835	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who has fought in wars under commander Arthur St Clair?	2839	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the debut team of Butch Metzger ?	2843	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the common distributing label of the Chinga Chang Records and StandBy Records?	2844	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which line of the Vadodara Junction railway station is the route end of Mumbai Vadodara Expressway?	2846	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Foxconn makes how many things?	2847	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which builder of Edwin Andrews Air Base is also place of birth of the Akinoumi Setsuo ?	2858	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is the Chiva Bus by the Ford Motor Company?	2863	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
From how many different places have participants of Breeders's Cup Turf come?	2864	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who wrote the subsequent work of One Day at a Time (Em's Version) ?	2872	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the number of tenants whose one of the tenant is Toronto Phantoms ?	2875	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the protected area whose nearest city is Kenya?	2886	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which shows theme music is composed by a band which has Larry Lalonde in it?	2900	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which rivers start from the Provinces of Zambia?	2901	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Georg Meissner was doctoral supervisor of which scientist ?	2904	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What teams have Avangard Omsk's players played for?	2913	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Why did Letita McTavish Hargrave and Sextus Barbour die?	2920	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are Breann McGregor and Anika Knudsen, both known for?	2922	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the TV shows whose network is also known as the CW?	2925	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the number of sports played by the universities whose one of the sports is baketball ?	2927	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Under which scientist did doctoral students erban ieica and Erich Bagge study?	2936	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the common award won by Charles LeMaire and Eric Roth	2941	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which river has its roots in Baikal Mountains?	2945	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who made the engine whose predecessor is the SHO V6?	2949	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whose children are married to Fredric Joliot-Curie?	2955	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Over which things, does a cable stayed bridge exists?	2964	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the battles in which alumni of US Army Command and General Staff College fought?	2968	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List all the mebers of Mekong River Commission?	2972	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What sports are played at Vishwajyot High School?	2980	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which organizations have Jimmy Wales on board?	2984	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the leading party in Baraily which Chandra Shekhar too is associated with?	2985	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count everyone who was in the military unit which is structured like the Marine Aircraft Group 13 ?	2992	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the writer of Neverwhere (radio play) ?	2996	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the musical whose music is by Jose Luis Narom,  based upon?	2997	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some seas inside europe ?	3001	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the key people of FWD.us?	3003	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which river's source place is Gloucestershire and has mouth in North Sea?	3008	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which award has been won by Claudia Moro?	3010	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where was Henri, Duke of Rohan laid to rest?	3012	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many ideologies do the political party of Boonchu Rojanastien hold?	3016	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which city near to Elliott Bay was the death place of George F. Moore?	3020	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the things for which people of New Orleans are famous for?	3021	1	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which country's people have graduated from Ghana School of Law?	3033	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where is Dofinivka Estuary located ?	3035	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where was the deadbody discovered of one of the alumni of General Educational Development?	3037	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me a list of computers whose CPU is in the US.	3042	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where is the tombstone of the parliament members who served with James Roberts as the Vice President, US?	3046	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many developers were involved in creating games whose score is composed by Gerard Marino?	3056	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which fictional character is portrayed by Roger Barton (film editor)?	3065	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which university's affiliation is with Kalpan, Inc. and has campus at Iowa ?	3069	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the hometown of John Speraw ?	3083	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which awards has been given to both michel hazanavicius and geoffrey rush?	3085	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which Paramount TV show was produced by Glen and Les Charles ?	3087	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List all the locations of the companies whose are also located in Rancho Cucamonga, California ?	3091	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the common editor of Easy Street (film) and Work (film)?	3092	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which team did Wilfred McDonalds and Cam Plante play for?	3099	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which musical artists have collaborated with Waylon Jennings?	3112	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the producer of album which has the song Money?	3117	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many members are there in the European Go Federation?	3122	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Momoko Kochi has acted in which movie ?	3123	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which college of the Luke List (golfer) is the alma mater of the Park Trammell ?	3128	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
To which country does Peter Blay owe his allegiance?	3136	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the division of Serbia national American football team ?	3139	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does Cohoes a junction on the NY State Route 470?	3143	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the regions served by the company which serves in Pacific Ocean?	3144	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me a count of movies whose music composer is Bernard Herrmann?	3149	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the common product of the Apple Productivity Experience Group and services of the 21Vianet ?	3151	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the sovereign state of Wallington railway station ?	3153	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which TV show's theme was composed by a band in which Todd Huth used to perform?	3154	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was on the first team in the GPs that were held at Watkins Glen, NY?	3157	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
To which family does korean fox belongs to ?	3176	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the country which lies on the European route E8, and where Ragnhild Jolson was born?	3180	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the musical performances whose label is Celluloid Records?	3183	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which maintainer of Cheasty Boulevard South is also the county seat of King County, Washington?	3189	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which TV show whose theme is composed by someone signed up with ATO records?	3202	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which gadgets are made by companies of New Taipei City?	3203	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me the count of interests of the philosopher whose primary interest is Metaphysics ?	3218	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which ceremonial County of the East Tilbury is also the local authority of the Trinity School, Brentwood?	3219	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the television show where Mona Marshall has given voice and is distributed by Comedy Central?	3222	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the award given in Norway and presented by Swedish Academy ?	3229	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many TV shows has distributor located in Burbank California ?	3230	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many people have been canonized by Pope Benedict XVI?	3232	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the total number of awards of the musicals who have won Tony Award?	3233	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the binomial authority of Menetries's warbler?	3236	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does Sonny Bill Williams belong in the Canterbury Bankstown Bulldogs club?	3237	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the prizes awarded to the main members of DisneyToon Studios?	3239	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Mota Engil built bridges over which rivers?	3245	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the area of Tar Heel Sports Network ?	3250	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the alma mater of the scientists known for String theory?	3251	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me some administrators of bridges over which cars can go?	3257	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which territory of Tonkin campaign is also the death place of Theophane Venard ?	3265	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the scientist whose supervisor also supervised Mary Ainsworth?	3266	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many other important things has the painter of Sarah Jane Adventures done?	3270	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count all the universities who participated in the tournament won by Alabama Crimson Tides in 2015 ?	3271	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which birthplace of Svetlana Gounkina is also the largest city of Union State?	3278	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who composed the lyrics of Holler If Ya Hear Me ?	3285	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whose predecessor had Jenny Macklin as a deputy ?	3294	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Denver the largest city of Colorado?	3303	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who battled under commander Egushawa in a conflict?	3309	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which country is Bocas del toro a capital of some region?	3310	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the launch site of the rockets whose one of the launch site has been Cape Canaveral Air Force Station Launch Complex 26 ?	3311	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some causes of death of European Americans?	3313	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the writers of Tales of Suspense ?	3315	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In how many nations can I find people related to the feminist movement?	3317	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the home ground of  2015 Fort Lauderdale Strikers season ?	3318	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does the Jordan River start in the Golan Heights?	3328	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me all office holders who finally retired in Montpelier, Orange, Virgina?	3329	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the headquarters of Juan Dalmau Ramerez?	3330	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which company is Raymond Conner at an important position?	3332	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which city are the schools whose district is Mumbai Suburban?	3333	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where are the National Academy Museum and School award winners buried?	3336	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the leader of Allgemeine SS ?	3342	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which part of the world can i find Xynisteri and Mavro?	3351	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are all the countires where food related to tuna salad is consumed?	3358	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many people played for Newell's Old Boys?	3364	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which architect of the Marine Corps Air Station Kaneohe Bay is the branch of the Burnet R. Maybank?	3367	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the occupation of the band members of The Shirelles?	3371	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the TV show with artist Christopher Franke and cast member Jason Carter ?	3374	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does the US navy have the structure of command of us department of defence?	3385	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Through which label has Katy B released her singles?	3387	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the route end of Birmingham and Oxford Junction Railway ?	3389	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the municipality of Homestead Grays Bridge ?	3391	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the opponent of United States House of Representatives elections in Ohio, 2010 ?	3398	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the number of sports played by the school which also plays Association football ?	3403	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Were the 1995 south pacific games hosted in tahiti?	3406	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me an estimate number of races where horses grandsired by the Wild Risk have raced in?	3408	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the film starring of the movies whose editor is Harvey Rosenstock ?	3412	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me the sitcoms where Eliza Schneider and Isaac Hayes gave voice?	3419	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion	3427	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who has produced movies that have a James Horner score?	3431	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What team did the players start their careers with, who right now play for Fleisher Yarn?	3433	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Rajya Sabha a house of parliament in India?	3452	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was Gerald Gibbs the cinematographer of X the unknown?	3453	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the architect of the buildings whose one of the architect is Philip Webb?	3454	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the trainers of Shinya Aoki ?	3455	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Bud Adams owns which american football team?	3468	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me all martial artists trained by Joe Schilling.	3470	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List few musical artist whose notable instruments are Ludwig Drums and Remo?	3472	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which kind of buildings are found in England?	3478	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the county seat of Moscow Governorate ?	3479	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What award was won by the father of Angelina Jolie?	3498	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the ideologies of the party of Boonchu Rojanastien?	3500	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the shareholders of the soccer club for whom Steve Holland plays?	3507	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where does the river flow into which begins in Lebrsnik?	3510	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the conflict take place where Liu Mingchuan fought?	3511	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was True Grit a novel of the western genre?	3517	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which religion is followed by the PM who was served by Chea Sim?	3520	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the home stadium of FC Spartak Moscow season 2011-12	3526	1	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the movies with Daniel Waters as screenwriter?	3542	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which licensee of the WRVU is also the alma mater of the Todd J. Campbell ?	3550	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the Chris Marve's school ?	3552	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which set of researchers won the Gold Medal of the Royal Astronomical Society award?	3553	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who owns the broadcast network founded by CNN?	3562	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which uni did Joshua A. Siegel attend ?	3572	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the predecessor of PlayStation 4?	3577	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many people are in the band with Juelz Santana?	3578	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
To which series does Lost special belong to ?	3579	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the common official language of the ladonia and Empire of Atlantium ?	3585	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the name of the characters created by Frank Miller?	3586	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the service of the Laemmle Theatres and is also the award of the Jos Rivera (playwright)?	3589	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which co founder of Sea gayle Music is also the artist of Brad Paisley Discography?	3590	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
For how many movies are there whose musicians home town is in Volos ?	3597	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did Louis chevrolet die ?	3617	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who married crystal harris?	3618	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What have been made in the state whose capital is Boston?	3623	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the information appliance whose successor is PlayStation 4 and maker is Foxconn?	3625	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which show's theme music composer's label is MapleMusic Recordings?	3630	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was the skeleton dance animated by Walt Disney?	3633	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are Jerry Bock's musicals based upon?	3636	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many developers make software for Unix like operating systems?	3638	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What religion does roshan ranasinghe and nhiek tioulong follow?	3640	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the religion of the ones in the Kampuchean Union of Salvation?	3643	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the employments of people who died in Tampa, Florida.	3644	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does Hard Candy Fitness have one of the divisions in Moscow?	3658	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which companies make cars with a front engine, rear wheel drive layout?	3662	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Do the polet airlines fly to moscow?	3664	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which state is the alma matter of Jan Paulsen located ?	3666	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name some islands in a pacific archipelago?	3667	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the alma mater of the senator who is the successor of Warren Magnuson ?	3671	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the names of the soccer club seasons whose division is 2012 Campeonato Brasileiro Serie A.	3675	1	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the river with mouth place Essex and source place as Gloucestershire ?	3683	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was Castillo discovered by Galileo?	3686	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the chancellors of universities which is affiliated with Plymouth University?	3688	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the prime minister of the successor of Kingsley Wood?	3699	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the region of Kim Sawchuk ?	3702	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which colored race horses have won the Grand National?	3703	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whay common comic is written by Karakuri Dji Ultimo and narrated by The Incredible Hulk ?	3717	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name some sports played in institutions of Maharashtra?	3724	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Current players of Colorado Avalanche have previously played for how many different teams?	3725	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many other people are in a band with Robert de Niro?	3727	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
